359,696029/9148,14,3,2010-09-03,null,131,null
360,700304/3751,34,8,2004-04-08,null,331,null
361,700306/4155,14,4,2008-11-24,null,132,null
363,700313/4347,20,2,2011-04-18,null,193,null
364,700327/0428,17,1,2005-06-19,null,163,null
365,700410/5526,21,1,2000-12-07,null,208,null
366,700424/7228,3,3,2002-02-12,null,24,null
368,700428/8445,34,2,2019-08-30,null,334,null
369,700604/4859,15,7,2004-11-18,null,141,null
370,700610/6217,25,5,2018-04-02,null,242,null
371,700619/5229,3,7,2003-10-27,null,22,null
373,700819/8087,7,5,2016-04-06,null,62,null
374,700914/8487,38,4,2013-10-21,null,380,null
375,701003/6199,24,8,2008-04-29,null,240,null
376,701022/4870,31,7,2013-07-31,null,303,null
378,701115/4590,19,1,2003-09-01,null,187,null
379,701119/4938,36,5,2016-01-30,null,359,null
380,701127/9561,21,3,2006-06-27,null,210,null
381,701201/2755,6,3,2002-12-19,null,53,null
383,701209/5325,39,7,2012-11-24,null,386,null
384,701213/5856,37,5,2018-06-12,null,363,null
385,701220/8434,17,5,2006-12-07,null,169,null
386,705101/7974,13,2,2015-11-24,null,129,null
388,705418/5699,25,4,2017-04-13,null,246,null
389,705526/8473,20,2,2008-01-05,null,198,null
390,705618/5796,36,7,2000-09-16,null,351,null
391,705619/7775,16,1,2010-08-08,null,156,null
393,705702/8418,37,5,2006-11-21,null,363,null
394,705719/5310,31,8,2005-11-05,null,301,null
395,705912/8076,22,6,2008-07-03,null,215,null
396,710101/8452,19,4,2000-10-11,null,183,null
398,710104/8427,25,4,2012-07-17,null,242,null
399,710117/2815,23,1,2010-04-27,null,221,null
400,710201/8583,23,1,2016-06-26,null,225,null
401,710218/3242,34,8,2004-10-06,null,331,null
403,710408/6220,13,4,2019-09-16,null,130,null
404,710410/7989,15,3,2003-03-01,null,145,null
405,710418/5561,1,2,2021-03-13,null,8,null
406,710422/7889,31,1,2019-03-15,null,303,null
408,710529/7694,19,5,2002-06-18,null,188,null
409,710611/8415,16,5,2019-06-12,null,159,null
410,710620/7746,26,4,2014-04-03,null,259,null
411,710624/7951,9,4,2007-03-03,null,90,null
412,710704/8278,38,2,2003-07-10,null,376,null
414,710724/7939,37,7,2007-10-25,null,366,null
415,710805/7517,28,5,2020-12-12,null,277,null
416,710807/1498,12,5,2007-11-06,null,120,null
417,710814/8432,5,3,2015-01-24,null,44,null
418,710830/4995,28,3,2011-06-24,null,272,null
833,760205/8112,20,7,2003-06-30,null,196,null
834,760213/8456,10,6,2001-03-02,null,97,null
835,760217/7748,2,7,2011-05-14,null,15,null
836,760217/8100,25,3,2017-03-17,null,243,null
837,760223/7511,13,7,2011-04-10,null,125,null
838,760225/7498,14,5,2000-04-12,null,131,null
839,760225/8422,32,1,2009-01-10,null,315,null
840,760227/7815,39,3,2007-10-20,null,384,null
841,760229/7780,40,1,2010-01-30,null,400,null
842,760312/7620,26,4,2015-04-06,null,259,null
843,760315/9036,19,6,2004-07-08,null,184,null
844,760319/7690,6,6,2009-07-22,null,52,null
845,760401/7608,12,4,2002-02-26,null,117,null
846,760402/8102,34,2,2011-01-14,null,338,null
847,760405/7703,2,6,2020-12-14,null,11,null
848,760410/7621,40,5,2011-08-30,null,399,null
849,760411/7070,8,7,2007-04-30,null,77,null
850,760412/8125,30,8,2015-02-05,null,299,null
851,760426/8078,28,3,2014-05-05,null,275,null
852,760427/7967,34,8,2012-11-02,null,332,null
853,760501/7750,40,1,2011-01-01,null,392,null
854,760504/7153,11,1,2011-09-29,null,106,null
855,760508/8106,8,5,2004-06-17,null,77,null
856,760508/9129,13,8,2002-03-13,null,129,null
857,760509/9062,17,1,2016-03-08,null,163,null
858,760510/8434,7,5,2013-03-01,null,63,null
859,760528/8482,37,8,2014-03-06,null,370,null
860,760530/8029,20,5,2020-12-01,null,194,null
861,760608/6400,34,2,2004-11-06,null,336,null
862,760608/8183,17,8,2002-10-28,null,165,null
863,760613/7602,28,8,2008-08-29,null,274,null
864,760616/7932,2,1,2011-09-03,null,19,null
865,760616/8383,32,8,2016-02-27,null,311,null
866,760616/8471,23,8,2022-06-24,null,223,null
867,760622/7596,16,7,2022-09-14,null,156,null
868,760623/8321,11,8,2002-11-22,null,101,null
869,760701/6802,7,6,2007-04-30,null,62,null
870,760702/7780,15,1,2002-12-15,null,148,null
871,760706/7930,40,3,2010-08-15,null,393,null
872,760712/7704,18,3,2000-12-26,null,174,null
873,760713/7252,26,5,2015-06-26,null,256,null
874,760713/7626,14,8,2006-04-24,null,140,null
875,760716/8008,22,2,2014-07-23,null,217,null
876,760719/8379,2,2,2020-01-02,null,11,null
877,760720/8422,7,7,2017-04-24,null,65,null
878,760722/8178,31,6,2015-06-12,null,308,null
879,760726/8163,7,2,2016-09-04,null,64,null
880,760728/8491,1,6,2015-05-24,null,2,null
881,760805/7138,26,1,2001-12-21,null,252,null
882,760806/6741,34,2,2001-05-30,null,338,null
883,760812/8121,40,2,2019-04-02,null,392,null
884,760820/7079,24,8,2021-10-09,null,231,null
885,760820/7409,7,5,2002-10-01,null,62,null
886,760826/7755,29,4,2005-12-30,null,285,null
887,760831/9092,29,7,2017-06-25,null,286,null
888,760901/8428,40,6,2018-01-08,null,398,null
889,760907/7696,28,8,2013-09-29,null,275,null
890,760915/7908,3,2,2017-01-20,null,23,null
891,760917/7785,38,8,2008-10-20,null,379,null
892,760921/9035,7,7,2014-06-03,null,62,null
893,760922/9144,3,1,2002-04-11,null,23,null
894,760924/7063,13,4,2020-02-11,null,123,null
895,761001/7151,40,6,2008-12-09,null,396,null
896,761006/8158,26,2,2004-08-07,null,257,null
897,761007/8729,2,4,2015-06-11,null,15,null
898,761102/7535,16,8,2008-08-30,null,158,null
899,761103/7676,21,4,2008-02-23,null,208,null
900,761103/8655,34,4,2006-09-08,null,340,null
901,761120/8451,37,7,2000-05-26,null,364,null
902,761125/8446,13,7,2006-08-17,null,124,null
903,761208/7978,14,4,2021-12-04,null,138,null
904,761208/8429,5,1,2018-09-14,null,44,null
905,761219/8385,3,5,2008-02-13,null,29,null
906,761221/9043,23,8,2017-05-29,null,223,null
907,761228/8420,3,4,2015-07-05,null,21,null
908,761231/8945,9,5,2008-10-02,null,81,null
909,765204/6787,38,5,2004-07-02,null,379,null
910,765307/7718,39,8,2016-08-06,null,390,null
911,765309/7980,13,5,2011-05-31,null,128,null
912,765310/9057,13,8,2011-08-17,null,124,null
913,765313/7602,26,7,2012-02-01,null,256,null
914,765314/6776,1,8,2020-10-16,null,9,null
915,765318/7993,6,6,2002-01-12,null,58,null
916,765323/7900,36,1,2002-06-02,null,357,null
917,765326/8425,20,1,2009-03-05,null,197,null
918,765416/6718,4,5,2014-11-18,null,35,null
919,765417/8983,3,4,2009-12-06,null,30,null
920,765419/7331,25,8,2000-11-15,null,249,null
921,765420/8397,40,5,2002-07-17,null,395,null
922,765425/8480,16,8,2016-06-01,null,156,null
923,765503/9161,16,7,2001-04-14,null,156,null
924,765512/7997,36,1,2006-03-27,null,356,null
925,765514/8457,15,4,2013-05-26,null,145,null
926,765524/8953,16,5,2002-08-27,null,159,null
927,765601/8953,37,2,2021-12-08,null,368,null
928,765603/7774,3,5,2017-03-18,null,24,null
929,765727/8277,8,6,2013-07-31,null,71,null
930,765804/7485,22,3,2019-06-04,null,213,null
931,765815/8442,18,5,2021-11-12,null,172,null
932,765829/8945,23,2,2009-11-10,null,223,null
933,765902/7706,13,5,2006-01-02,null,129,null
934,765903/9608,20,2,2018-01-26,null,199,null
935,765905/7538,3,7,2020-12-20,null,23,null
936,765925/8420,27,5,2006-08-06,null,266,null
937,766107/8084,17,8,2013-02-19,null,170,null
938,766111/8311,34,3,2019-05-16,null,335,null
939,766126/8428,14,7,2003-05-26,null,134,null
940,766220/7663,36,2,2012-04-17,null,359,null
941,770105/8442,35,3,2014-03-07,null,343,null
942,770120/8460,8,7,2010-05-25,null,80,null
943,770202/8422,18,2,2014-12-29,null,175,null
944,770203/8476,10,1,2012-03-15,null,97,null
945,770217/7604,36,1,2007-07-07,null,354,null
946,770217/8649,12,2,2008-07-05,null,111,null
947,770301/1646,28,7,2003-06-18,null,272,null
948,770307/7151,29,2,2019-06-07,null,289,null
949,770308/8074,14,1,2016-05-03,null,132,null
950,770311/8434,12,6,2018-02-17,null,119,null
951,770311/9149,6,3,2017-01-08,null,54,null
952,770312/7805,28,5,2002-02-23,null,276,null
953,770317/8098,23,2,2018-10-13,null,229,null
954,770317/8109,31,7,2008-03-21,null,301,null
955,770327/8429,21,6,2012-04-09,null,203,null
956,770330/8426,7,7,2002-03-02,null,69,null
957,770404/7175,18,6,2013-10-11,null,172,null
958,770404/8440,40,4,2014-12-21,null,391,null
959,770406/8427,38,3,2002-08-23,null,378,null
960,770408/8480,27,3,2009-12-12,null,261,null
961,770413/7760,1,8,2021-05-13,null,5,null
962,770413/8442,9,4,2004-03-08,null,89,null
963,770415/6526,34,6,2010-07-08,null,337,null
964,770415/7890,40,4,2002-04-25,null,400,null
965,770417/8372,18,7,2000-04-22,null,176,null
966,770418/8019,35,3,2001-04-30,null,343,null
967,770422/7597,22,2,2016-04-27,null,219,null
968,770422/7927,28,2,2013-05-21,null,275,null
969,770510/8103,26,2,2020-11-04,null,252,null
970,770511/7607,6,1,2007-04-12,null,57,null
971,770517/7646,11,1,2007-12-29,null,110,null
972,770518/7600,17,1,2004-01-02,null,166,null
973,770520/8445,3,7,2007-07-31,null,28,null
974,770520/9050,16,3,2003-01-08,null,160,null
975,770528/8206,22,6,2018-04-25,null,212,null
977,770608/7510,18,1,2005-07-24,null,171,null
978,770613/8484,23,8,2019-09-20,null,222,null
979,770613/8572,34,5,2020-01-13,null,334,null
980,770617/7688,3,7,2006-01-10,null,23,null
982,770624/7747,15,8,2018-02-26,null,147,null
983,770625/7746,23,5,2008-12-17,null,225,null
984,770629/8424,4,4,2013-06-12,null,32,null
985,770630/7906,23,6,2013-10-21,null,230,null
987,770706/6807,18,5,2008-06-14,null,172,null
988,770708/7905,16,8,2018-10-30,null,160,null
989,770709/8465,15,8,2004-01-03,null,149,null
990,770710/7892,19,5,2007-08-09,null,188,null
992,770726/7667,28,3,2009-10-08,null,278,null
993,770728/8127,10,5,2003-02-23,null,91,null
994,770730/8433,1,5,2015-01-20,null,1,null
995,770801/9660,37,5,2005-03-10,null,370,null
996,770804/7611,13,5,2000-07-15,null,122,null
998,770812/7240,39,4,2009-01-23,null,382,null
999,770822/7241,24,5,2009-09-07,null,238,null
1000,770824/8372,36,1,2019-04-22,null,358,null
1001,770825/8107,15,5,2003-05-25,null,142,null
1003,770829/8477,33,4,2018-04-25,null,329,null
1004,770830/7156,28,3,2018-04-17,null,275,null
1005,770901/9043,37,7,2018-07-02,null,369,null
1006,770903/7600,28,1,2005-06-12,null,280,null
1008,770909/7671,16,1,2018-07-10,null,158,null
1009,770910/7626,24,7,2003-03-19,null,238,null
1010,770912/7503,14,4,2007-12-23,null,138,null
1011,770914/7996,22,2,2000-10-24,null,217,null
1013,770916/6806,4,4,2019-11-01,null,34,null
1014,770919/8090,39,2,2011-01-10,null,389,null
1015,770922/6789,18,2,2018-08-19,null,179,null
1016,770922/8417,14,3,2000-07-14,null,137,null
1018,770928/7509,16,5,2006-05-28,null,160,null
1019,770929/7508,22,3,2012-12-03,null,217,null
1020,770930/8376,17,1,2017-07-04,null,161,null
1021,771005/7069,38,6,2016-06-11,null,380,null
1023,771022/7690,1,7,2015-04-26,null,3,null
1024,771026/8764,15,6,2022-01-12,null,148,null
1025,771027/7498,4,7,2001-12-18,null,31,null
1026,771027/7751,5,7,2013-01-21,null,48,null
1028,771115/9456,2,2,2001-01-25,null,12,null
1029,771204/6705,4,1,2013-04-08,null,35,null
1030,771204/8091,40,8,2006-01-09,null,395,null
1031,771204/8949,14,6,2005-10-06,null,135,null
1032,771205/7694,25,1,2016-03-19,null,250,null
1034,771207/7593,23,8,2006-06-10,null,225,null
1035,771210/8085,24,1,2009-07-18,null,233,null
1036,771210/8448,11,2,2014-01-23,null,104,null
1037,771217/7990,23,3,2021-09-12,null,229,null
419,710901/3604,7,5,2022-03-08,null,70,null
420,710927/2896,7,2,2014-04-30,null,65,null
421,711008/8436,36,7,2009-09-17,null,356,null
422,711016/7911,15,4,2002-12-23,null,150,null
423,711030/7611,29,1,2020-09-20,null,281,null
424,711203/9638,24,5,2003-04-17,null,236,null
425,711207/8435,23,5,2007-12-07,null,226,null
426,711210/7695,10,4,2019-11-23,null,99,null
427,711214/7592,26,8,2014-02-24,null,258,null
428,711221/8377,19,8,2005-10-23,null,185,null
429,715218/3335,32,6,2004-02-07,null,317,null
430,715428/8438,36,5,2017-06-24,null,352,null
431,715521/8433,16,8,2002-04-21,null,157,null
432,715605/7480,28,5,2011-04-19,null,275,null
433,715616/4697,17,4,2010-12-28,null,161,null
434,716001/7755,9,6,2011-11-02,null,83,null
435,720118/7752,7,4,2002-06-12,null,66,null
436,720220/8453,9,4,2002-07-09,null,81,null
437,720306/5727,12,1,2004-03-19,null,120,null
438,720327/9193,2,4,2022-07-16,null,15,null
439,720402/5884,40,5,2011-03-23,null,399,null
440,720412/7612,27,2,2001-01-07,null,269,null
441,720414/5685,25,6,2019-06-16,null,244,null
442,720425/5784,13,5,2018-05-31,null,128,null
443,720425/8512,23,2,2013-08-12,null,230,null
444,720505/1227,27,8,2017-03-01,null,261,null
445,720509/8450,34,7,2005-03-18,null,337,null
446,720511/7766,34,3,2007-02-27,null,333,null
447,720511/9042,32,5,2006-03-19,null,319,null
448,720604/9268,11,6,2007-04-07,null,102,null
449,720609/0067,35,8,2016-02-14,null,349,null
450,720610/5071,18,2,2010-03-29,null,180,null
451,720721/8436,9,4,2001-03-23,null,86,null
452,720802/4604,30,6,2022-08-24,null,295,null
453,720818/4995,26,6,2020-06-20,null,260,null
454,720821/4673,25,4,2016-06-21,null,242,null
455,720824/4461,32,6,2013-12-04,null,311,null
456,720904/9034,11,1,2016-06-21,null,109,null
457,720924/7980,15,8,2004-04-22,null,147,null
458,721002/7891,28,4,2003-02-07,null,275,null
459,721025/7901,24,4,2019-10-11,null,236,null
460,721103/8582,7,7,2006-10-10,null,63,null
461,721104/7503,28,4,2010-08-06,null,279,null
462,721211/9068,10,2,2009-01-11,null,100,null
463,721216/6764,38,2,2010-01-31,null,373,null
464,725110/8436,3,4,2015-05-21,null,29,null
465,725215/4679,16,6,2021-08-05,null,153,null
466,725216/7219,32,2,2015-02-27,null,313,null
467,725303/5361,24,7,2004-05-26,null,236,null
468,725401/7166,3,2,2016-01-25,null,21,null
469,725406/8437,34,4,2001-03-25,null,335,null
470,725423/9344,34,3,2003-04-04,null,334,null
471,725428/7678,18,4,2003-05-01,null,176,null
472,725516/7766,18,5,2015-12-28,null,176,null
473,725608/4176,36,5,2014-07-12,null,357,null
474,725617/8094,28,2,2001-04-08,null,271,null
475,725623/5239,40,1,2020-08-03,null,394,null
476,725701/7614,39,2,2020-02-04,null,381,null
477,725714/4832,19,6,2005-09-11,null,183,null
478,725809/7693,17,3,2019-09-22,null,166,null
479,725919/7231,31,5,2005-08-18,null,308,null
480,725919/9068,37,3,2003-03-06,null,367,null
481,725929/9214,22,4,2003-01-11,null,214,null
482,726122/4289,9,6,2002-04-14,null,89,null
483,726122/7908,39,2,2009-12-29,null,381,null
484,726204/7232,13,5,2011-08-12,null,127,null
485,726204/8002,9,4,2019-07-24,null,88,null
486,726211/7995,14,6,2005-04-19,null,133,null
487,730111/7747,34,3,2019-03-08,null,332,null
488,730116/7269,9,1,2016-01-09,null,83,null
489,730120/7177,23,4,2010-09-07,null,221,null
490,730121/4272,34,8,2000-07-31,null,340,null
491,730125/6105,16,5,2014-06-11,null,152,null
492,730127/6554,38,5,2000-06-10,null,375,null
493,730129/7927,12,1,2014-07-25,null,118,null
494,730131/3767,20,2,2018-08-14,null,199,null
495,730201/8240,22,8,2012-05-23,null,212,null
496,730207/7607,20,6,2005-07-24,null,193,null
497,730211/7746,12,6,2002-03-12,null,120,null
498,730212/7327,36,2,2014-08-25,null,351,null
499,730227/7609,26,1,2018-09-03,null,259,null
500,730227/7774,30,4,2002-08-01,null,294,null
501,730307/8277,6,8,2007-04-04,null,51,null
502,730313/7633,29,2,2022-10-03,null,288,null
503,730417/7903,6,3,2019-07-24,null,59,null
504,730504/8663,18,1,2010-07-05,null,173,null
505,730506/7341,9,1,2005-09-17,null,89,null
506,730511/8282,17,6,2005-04-11,null,164,null
507,730513/7972,5,2,2008-12-13,null,49,null
508,730523/4530,9,6,2019-06-20,null,85,null
509,730617/7769,7,1,2021-05-15,null,66,null
510,730622/7511,30,4,2012-11-24,null,291,null
511,730622/8128,11,6,2018-12-10,null,108,null
512,730709/7248,5,6,2008-11-20,null,41,null
513,730710/7016,27,2,2007-05-08,null,261,null
514,730720/8282,27,8,2001-02-26,null,269,null
515,730725/7771,5,5,2006-05-18,null,42,null
516,730801/8949,27,1,2019-10-18,null,268,null
517,730802/7606,21,3,2012-05-13,null,208,null
518,730804/7890,31,8,2002-01-23,null,310,null
519,730811/9159,13,6,2001-02-26,null,121,null
520,730819/7050,20,1,2014-07-06,null,195,null
521,730830/6720,10,5,2007-08-07,null,98,null
522,730904/8472,35,6,2010-01-18,null,341,null
523,730912/7595,35,5,2000-01-26,null,350,null
524,730923/7617,29,8,2006-10-14,null,286,null
525,730924/7869,39,8,2017-09-04,null,384,null
526,730925/8077,34,8,2012-03-12,null,338,null
527,730929/7798,6,6,2005-11-06,null,59,null
528,731001/7770,23,4,2000-07-09,null,223,null
529,731004/7888,12,8,2012-11-25,null,120,null
530,731007/7973,38,6,2012-10-11,null,380,null
531,731010/7486,4,2,2006-10-04,null,38,null
532,731017/9041,39,7,2004-11-07,null,381,null
533,731020/7762,14,5,2022-08-01,null,134,null
534,731027/7777,8,4,2010-10-08,null,73,null
535,731028/7072,9,7,2008-07-28,null,82,null
536,731102/1438,39,3,2016-10-10,null,381,null
537,731103/3686,32,1,2011-01-17,null,314,null
538,731105/8370,16,2,2008-03-08,null,152,null
539,731106/7170,18,1,2007-12-31,null,179,null
540,731108/7751,34,7,2004-01-03,null,332,null
541,731110/7485,9,4,2008-11-12,null,82,null
542,731111/7781,38,6,2015-10-14,null,371,null
543,731115/7810,16,7,2017-08-15,null,153,null
544,731120/8421,10,1,2005-07-15,null,99,null
545,731125/7800,24,8,2017-10-26,null,236,null
546,731128/7786,36,3,2009-11-26,null,357,null
547,731204/6929,20,4,2001-10-01,null,200,null
548,731207/9049,28,1,2008-04-01,null,276,null
549,731215/9514,21,3,2009-03-13,null,205,null
550,731218/7971,2,7,2021-04-16,null,12,null
551,731221/8078,37,8,2009-02-16,null,368,null
552,731226/8491,39,2,2006-03-30,null,385,null
553,735124/4945,15,3,2005-05-11,null,142,null
554,735414/7768,1,6,2014-03-16,null,10,null
555,735430/8423,22,4,2003-03-20,null,216,null
556,735523/4546,34,1,2011-01-31,null,335,null
557,735623/7779,19,4,2021-03-10,null,181,null
558,735626/7600,2,6,2009-12-24,null,15,null
559,735707/7629,2,7,2006-02-26,null,19,null
560,735823/7480,27,6,2011-09-01,null,263,null
561,735919/8099,26,7,2012-07-22,null,259,null
563,735927/8121,16,6,2019-08-20,null,159,null
564,736005/6539,20,6,2012-12-20,null,197,null
565,736005/8684,16,2,2007-12-03,null,156,null
566,736020/8284,12,4,2008-10-29,null,115,null
568,736128/9551,39,5,2006-09-09,null,385,null
569,736201/8180,10,3,2005-11-02,null,98,null
570,736207/7503,36,1,2004-12-24,null,357,null
571,736214/7683,17,7,2007-04-01,null,168,null
572,736215/7506,8,5,2000-12-02,null,75,null
574,740101/4390,20,1,2015-12-23,null,198,null
575,740111/9077,25,4,2011-12-13,null,245,null
576,740116/7983,17,8,2019-08-28,null,161,null
577,740121/8429,11,3,2003-04-12,null,110,null
579,740130/7122,22,7,2004-06-06,null,219,null
580,740202/8447,32,8,2018-11-06,null,319,null
581,740203/7236,5,6,2017-11-16,null,49,null
582,740203/9458,33,7,2022-05-17,null,322,null
584,740215/8467,40,5,2022-06-22,null,400,null
585,740223/8426,29,7,2002-10-21,null,290,null
586,740306/7595,10,6,2001-11-11,null,100,null
587,740313/8127,23,5,2010-10-26,null,228,null
589,740323/9074,25,6,2021-04-04,null,247,null
590,740325/9363,36,6,2008-08-15,null,354,null
591,740329/8100,1,2,2016-04-20,null,7,null
592,740406/8001,29,2,2000-11-30,null,282,null
594,740412/7599,22,8,2015-12-30,null,219,null
