273,Miroslava,Fitosova,8,F,421956736882
274,Matus,Gardlik,32,M,421972754487
275,Miroslav,Kristofcak,78,M,421982266614
276,Marek,Varga,34,M,421961540442
277,Milan,Marek,4,M,421995919480
278,Martin,Appel,9,M,421941560860
279,Pavol,Prnka,65,M,421968242437
280,Martin,Ursik,89,M,421991005800
281,Jozef,Vosika,73,M,421935794640
282,Marian,Gaspierik,64,M,421998184329
283,Andrej,Motesicky,20,M,421938520658
284,Jan,Kleman,15,M,421977943254
285,Rene,Suski,46,M,421935020463
286,Karol,Jancovic,64,M,421994883552
287,Lubomir,Skubak,12,M,421982081605
288,Rastislav,Lalinsky,6,M,421966302792
289,Rastislav,Kozehuba,31,M,421964747343
290,Martin,Bouz,68,M,421920260846
291,Ondrej,Zelenay,30,M,421929477775
292,Tomas,Mikula,76,M,421969054019
293,Maros,Salat,45,M,421986603270
294,Michal,Billik,7,M,421946739103
295,Martin,Panuska,33,M,421960960467
296,Petr,Chmela,51,M,421956778325
297,Jakub,Kucan,83,M,421968552926
298,Oliver,Schmidt,76,M,421916572523
299,Igor,Duben,49,M,421965649583
300,Lenka,Cabanikova,22,F,421943999985
301,Filip,Sinkovic,14,M,421970445957
302,Milan,Kelemen,88,M,421982299474
303,Igor,Gelusiak,41,M,421966991735
304,Eva,Sevcikova,60,F,421935290927
305,Branislav,Borko,52,M,421965287378
306,Milan,Krajcirik,33,M,421967083044
307,Jozef,Havjar,82,M,421981706362
308,Martin,Skolna,41,M,421996907699
309,Jan,Raska,83,M,421990796874
310,Emil,Podolak,52,M,421942160140
311,Ivan,Ruzinak,58,M,421927268821
312,Ladislav,Jakabovic,32,M,421963398883
313,Tomas,Murgas,54,M,421945669562
314,Anton,Nikodemus,33,M,421914716648
315,Jan,Hrdlicka,78,M,421928188939
316,Juraj,Boros,5,M,421928046830
317,Matej,Bednar,35,M,421973948624
318,Marek,Lipovsky,42,M,421913332045
319,Ludovit,Jurik,89,M,421985915907
320,Zuzana,Lukacikova,26,F,421911670841
321,Daniel,Lenart,56,M,421951270911
322,Veronika,Jancurova,27,F,421992051340
323,Ales,Schnierer,12,M,421921156926
324,Jan,Krsak,79,M,421996700872
325,Jan,Zach,35,M,421951241293
326,Agata,Egrecka,4,F,421988562374
327,Branislav,Fojtik,22,M,421941162266
328,Roman,Mikulik,88,M,421918383163
329,Lucia,Kapustova,19,F,421994380446
330,Pavol,Majer,37,M,421931983837
331,Peter,Burak,52,M,421937801623
332,Anton,Vanco,15,M,421917820400
333,Juraj,Lesko,8,M,421934322143
334,Peter,Cmol,17,M,421990810396
335,Vladimir,Fullajtar,60,M,421951274966
336,Lukas,Svanda,36,M,421992237404
337,Adam,Stefus,7,M,421963342326
338,Samuel,Velan,13,M,421994639699
339,Peter,Cupka,53,M,421928020309
340,David,Obona,39,M,421985857620
341,Michal,Zaborsky,26,M,421936170756
342,Alena,Bullova,66,F,421924587651
343,Martin,Klen,34,M,421933120686
344,Metod,Stano,81,M,421960031524
345,Tomas,Brunovsky,11,M,421993349767
346,Slavomir,Krakovsky,19,M,421939247798
347,Andrea,Bradlerova,78,F,421957336396
348,Pavel,Plevny,77,M,421926153978
349,Tomas,Magic,45,M,421928678293
350,Lenka,Karpisova,32,F,421910957781
351,Marian,Misura,74,M,421952871918
352,Maros,Pustulka,49,M,421936207760
353,Martina,Babelova,14,F,421932080012
354,Patrik,Dian,58,M,421951809875
355,Tomas,Polak,11,M,421941118937
356,Slavomir,Sojka,45,M,421917029184
357,Monika,Jurciova,89,F,421921351403
358,Stanislav,Gensor,60,M,421949812426
359,Marian,Stopka,58,M,421929588273
360,Michal,Lednicky,68,M,421930183822
361,Marcela,Maslanakova,67,F,421946656779
362,Oliver,Madaj,45,M,421998503052
363,Tomas,Mikulovsky,52,M,421973586425
364,Andrea,Matejovicova,87,F,421954066810
365,Ivan,Stredansky,66,M,421980715342
366,Jozef,Pulc,28,M,421941316006
367,Ladislav,Svana,64,M,421946188728
368,Tomas,Janicina,58,M,421964656948
369,Martin,Hudec,42,M,421989498124
370,Igor,Brokes,41,M,421930820466
371,Peter,Sloboda,41,M,421999648770
372,Milan,Dzavan,58,M,421964949183
373,Slavomil,Vajda,19,M,421986410617
374,Xenia,Sopuskova,34,F,421937325752
375,Milan,Cernak,18,M,421945071875
376,David,Martinek,63,M,421914188732
377,Jozefina,Galovicova,42,F,421984267548
378,Petra,Janciova,87,F,421947209360
379,Stanislav,Jancek,66,M,421933663955
380,Martin,Drha,77,M,421998980636
381,David,Novak,33,M,421956827906
382,Roman,Lacko,7,M,421960428857
383,Milan,Karkusz,47,M,421982483305
384,Matus,Pos,30,M,421990203905
385,Martin,Kuruc,6,M,421961036076
386,Robert,Lehoczky,59,M,421987905006
387,Eduard,Bros,56,M,421910321706
388,Jan,Kadak,7,M,421952705083
389,Ingrid,Jirsova,74,F,421959645365
390,David,Moskal,28,M,421972990459
391,Pavol,Podkonicky,15,M,421990468038
392,Peter,Kuzmanyi,71,M,421981079940
393,Slavka,Schwabova,54,F,421913221961
394,Cvetelina,Orsulova,15,F,421947202324
395,Miroslav,Gajdos,37,M,421986198595
396,Vladimir,Kubacka,89,M,421923805031
397,Fedor,Metruk,5,M,421950963617
398,Pavol,Miartus,9,M,421956409880
399,Alzbeta,Mihalova,50,F,421956046032
400,Tibor,Virag,49,M,421933391418
401,Alena,Visnakova,57,F,421980652200
402,Michal,Kallay,29,M,421923538050
403,Peter,Davidik,45,M,421966133467
1400,Emil,Durina,5,M,421942519075
1401,Emilian,Kohus,78,M,421929901200
1402,Marek,Kotrik,59,M,421997919454
1403,Alexander,Kulina,84,M,421945474235
1404,Lubomir,Hrkut,21,M,421973975696
1405,Ivan,Gregor,83,M,421981937651
1406,Peter,Slusny,46,M,421979823440
1407,Ivan,Haluska,24,M,421954833091
1408,Michaela,Tinkova,9,F,421994642671
1409,Vladimir,Mertus,29,M,421973074294
1410,Marek,Ziman,83,M,421992417576
1411,Matus,Misutka,33,M,421984111867
1412,Stefan,Vadovicky,74,M,421988543800
1413,Roman,Kacir,80,M,421971652172
1414,Marek,Jendruch,55,M,421995616251
1415,Vladislav,Lenicky,72,M,421929359115
1416,Igor,Benuska,51,M,421971489595
1417,Alzbeta,Kurhajcova,73,F,421912232423
1418,Zuzana,Duricova,48,F,421989775753
1419,Imrich,Varhola,38,M,421931696768
1420,Ivan,Losonsky,16,M,421930739455
1421,Pavel,Chovanec,15,M,421949487699
1422,Dasa,Kajanova,69,F,421961372081
1423,Marek,Gajdos,46,M,421920835529
1424,Miroslav,Hrasko,13,M,421918077592
1425,Pavol,Bombiak,82,M,421984502427
1426,Marek,Berthoty,45,M,421953488524
1427,Jozef,Holub,84,M,421989958314
1428,Michal,Sismic,33,M,421923962279
1429,Marek,Martinak,53,M,421959490266
1430,Blanka,Kubickova,43,F,421913815573
1431,Radomir,Durian,35,M,421989898289
1432,Jaroslava,Kiralyova,34,F,421912912886
1433,Lubomir,Bazik,76,M,421998308214
1434,Gregor,Bado,80,M,421961814676
1435,Martin,Micuch,59,M,421986177227
1436,Vladimir,Kocian,34,M,421924462480
1437,Miroslav,Mudry,89,M,421926000488
1438,Tomas,Cesnek,16,M,421996052127
1439,Tomas,Adamca,16,M,421973707663
1440,Jozef,Lalinsky,45,M,421950537822
1441,Silvester,Janosik,5,M,421985334756
1442,Roman,Mudron,7,M,421922686827
1443,Radim,Pancik,72,M,421978870134
1444,Michal,Batora,76,M,421997200856
1445,Jana,Kovacova,21,F,421954238052
1446,Milos,Kern,15,M,421997639959
1447,Libusa,Balusinska,6,F,421985547330
1448,Marek,Jesenko,54,M,421993546597
1449,Andrej,Halas,16,M,421930050552
1450,Peter,Talafa,89,M,421971205541
1451,Lubos,Herman,50,M,421982130746
1452,Peter,Brasko,41,M,421971642041
1453,Alexander,Skrobak,42,M,421949317546
1454,Monika,Adamkova,4,F,421950832023
1455,Martin,Hajas,15,M,421950122102
1456,Tomas,Koci,71,M,421916687115
1457,Martin,Jancoska,14,M,421944373401
1458,Nadezda,Leskova,79,F,421966030031
1459,Katarina,Koristova,50,F,421916951038
1460,Rudolf,Jancovic,47,M,421969238411
1461,Pavel,Holes,85,M,421987909048
1462,Igor,Kohus,55,M,421998231784
1463,Tatiana,Zdravecka,39,F,421945236734
1464,Peter,Frieb,16,M,421999876453
1465,Petra,Kluckova,74,F,421918922600
1466,Michael,Sliacky,89,M,421935168982
1467,Jan,Vronsky,18,M,421921297437
1468,Maros,Varga,80,M,421932390561
1469,Martina,Dulikova,67,F,421970255134
1470,Julius,Grom,85,M,421910283814
1471,Silvia,Zifcakova,7,F,421982539703
1472,Miroslava,Docarova,75,F,421964110176
1473,Marta,Haragova,52,F,421982442981
1474,Maria,Kluckova,21,F,421982580236
1475,Michal,Brehovsky,89,M,421972026772
1476,Zoltan,Hatala,32,M,421977582176
1477,Ondrej,Klacko,81,M,421981804161
1478,Martin,Krivosek,49,M,421944194504
1479,Vladimir,Sedivy,63,M,421929140107
1480,Katerina,Kozakova,9,F,421997866269
1481,Alena,Jantosciakova,45,F,421977399721
1482,Bohuslav,Mellen,45,M,421912466927
1483,Michal,Belak,70,M,421931892538
1484,Peter,Trlik,6,M,421910454686
1485,Ondrej,Krasňan,43,M,421985316746
1486,Paulina,Kurekova,46,F,421972184694
1487,Peter,Holy,15,M,421931134924
1488,Marian,Darida,86,M,421913229770
1489,Peter,Holba,69,M,421981472093
1490,Lubos,Kristoffy,20,M,421980990246
1491,Stanislav,Hudik,77,M,421975579565
1492,Tomas,Musak,84,M,421993918204
1493,Pavol,Rajcok,68,M,421912851486
1494,Milos,Pacalaj,52,M,421925114214
1495,Tomas,Lieskovsky,58,M,421954488442
1496,Jan,Misiorz,75,M,421936426051
1497,Katarina,Kecerova,7,F,421941154024
1498,Erich,Jurco,86,M,421938025409
1499,Martin,Benuska,67,M,421940438788
1500,Matej,Lukac,85,M,421973792676
1501,Milos,Rak,11,M,421958010766
1502,Peter,Marticek,9,M,421982958746
1503,Vilos,Plevka,39,M,421920793026
1504,Ivan,Rolko,65,M,421923000532
1505,Miloslav,Gabrisova,20,F,421991893196
1506,Robert,Szalay,49,M,421930316933
1507,Miroslav,Slavkovsky,69,M,421924358915
1508,Radek,Mravec,33,M,421960558805
1509,Vit,Stetina,49,M,421942834830
1510,Frank,Cammembert,74,M,421927334393
1511,Branislav,Celko,76,M,421964185595
1512,Jozef,Razga,56,M,421974084667
1513,Jan,Samol,34,M,421936087895
1514,Zdenko,Matejov,30,M,421995113557
1515,Marcela,Lehotska,49,F,421925869433
1516,Eva,Kralova,38,F,421989804068
1517,Eva,Krocianova,12,F,421999254048
1518,Marcel,Lauko,51,M,421946232555
1519,Robert,Somora,13,M,421962828586
1520,Oto,Jarosciak,54,M,421918263532
1521,Petr,Novotny,19,M,421934718382
1522,Maria,Zofajova,5,F,421966477719
1523,Radovan,Krsjak,75,M,421952362126
1524,Martin,Plocek,46,M,421932736814
1525,Peter,Piencak,47,M,421998442226
1526,Otmar,Bellovic,61,M,421956280341
1527,Drahomira,Puckova,61,F,421914550343
1528,Katarina,Dzacovska,55,F,421990529474
1529,Juraj,Katrik,18,M,421965505194
1530,Jozef,Zemanovic,66,M,421967446184
1531,Tibor,Turza,27,M,421922671491
1532,Dominika,Tarovska,88,F,421912947120
1533,Without,Insurance,54,M,421936319518
1534,Michal,Krajcovic,13,M,421917195574
1535,Peter,Jakes,70,M,421987244252
1536,Branislav,Jurkovic,62,M,421917522920
1537,Peter,Komorovsky,4,M,421979852430
1538,Matus,Svoboda,50,M,421997717273
1539,Martin,Fiala,36,M,421931757159
1540,Marian,Mayer,88,M,421945488451
1541,Marek,Mikus,31,M,421979537728
1542,Viera,Stranska,88,F,421920790899
1543,Eva,Gazova,53,F,421944545386
1544,Silvester,Barton,14,M,421926803989
1545,Jan,Salcer,46,M,421974032673
1546,Matej,Racek,37,M,421940755676
1547,Milos,Vig,33,M,421950678525
1548,Pavol,Kostial,77,M,421988575825
1549,Vladimir,Balvin,13,M,421983931216
1550,Jozef,Jesensky,67,M,421942127672
1551,Marian,Kello,40,M,421912031500
1552,Valeria,Bizonova,23,F,421957916109
1553,Marek,Sveda,88,M,421925646199
1554,Lucia,Martaskova,52,F,421960662334
1555,Matus,Mihalik,42,M,421985939804
1556,Vladimir,Wiener,54,M,421972301323
1557,Wieslaw,Remek,66,M,421957551902
1558,Juraj,Jelenik,10,M,421924420433
1559,Anton,Hrnko,31,M,421915378022
1560,Dusan,Prudil,35,M,421931504643
1561,Miroslav,Palmar,26,M,421975964942
1562,Vladimira,Cimrakova,7,F,421936844927
1563,Lucia,Valachova,32,F,421946244800
1564,Adriana,Srnkova,13,F,421948345207
1565,Petr,Mikita,83,M,421943615320
1566,Andrej,Gera,57,M,421990253568
1567,Michal,Leitner,28,M,421921571471
1568,Andrej,Pitron,34,M,421980796764
1569,Michal,Macko,76,M,421958127156
1570,Jozef,Kakos,81,M,421955200354
1571,Tomas,Homola,37,M,421925026206
1572,Matus,Boron,40,M,421992095693
1573,Margareta,Peknusiakova,50,F,421975315631
1574,Pavol,Danisek,62,M,421932133933
1575,Martin,Dudas,64,M,421946091618
1576,Peter,Simsik,62,M,421992982570
1577,Jozef,Blazej,39,M,421932881375
1578,Marek,Zubor,18,M,421983979413
1579,Tomas,Gazdikova,34,M,421921481960
1580,Stanislav,Hvizdak,57,M,421982460232
1581,Jana,Haluskova,38,F,421945362993
1582,Vladimir,Durcan,11,M,421911709108
1583,Marcel,Cavoj,75,M,421998356570
1584,Rastislav,Vaclavek,16,M,421970539019
1585,Daniel,Ivan,29,M,421984297429
1586,Robert,Jakubik,65,M,421963855505
1587,Miroslav,Ondris,52,M,421981151692
1588,Peter,Salma,31,M,421950102009
1589,Michal,Pales,19,M,421934298640
1590,Jozef,Gajdosik,11,M,421958236793
1591,Pavol,Sitar,7,M,421929522759
1592,Adriana,Durcova,26,F,421998973382
1593,Jan,Knapik,54,M,421993172072
1594,Martin,Masaryk,64,M,421973486737
1595,Daniela,Zielykova,12,F,421959459934
1596,Zelislava,Pavlusova,25,F,421947768656
1597,Peter,Minich,56,M,421966660536
2192,Peter,Rovnan,72,M,421995767895
2193,Martin,Vamos,44,M,421926723401
2194,Milan,Kruzliak,7,M,421937888992
2195,Michal,Dzur,19,M,421960355171
2196,Marek,Mikusik,33,M,421912314424
2197,Jozef,Lakosil,68,M,421968340615
2198,Milan,Kapicak,63,M,421994715355
2199,Zaneta,Rypakova,47,F,421946448972
2200,Branislav,Matys,77,M,421975495584
2201,Robert,Ferletjak,6,M,421937503783
2202,Miroslav,Kudlicka,44,M,421963869219
2203,Michal,Bosiak,44,M,421921669301
2204,Veronika,Molnarova,45,F,421956406869
2205,Roman,Saga,4,M,421968657372
2206,Josef,Krivulcik,68,M,421985059663
2207,Lubica,Kotillova,65,F,421914246498
2208,Tomas,Ferianc,8,M,421974427917
2209,Jozef,Pojtek,71,M,421936492020
2210,Frantisek,Garan,5,M,421982926336
2211,Radoslav,Bartus,65,M,421931537057
2212,Ivan,Kohutka,54,M,421938233906
2213,Andrej,Varga,57,M,421989602702
2214,Libor,Almanova,69,M,421981694152
2215,Matus,Kolestik,85,M,421956423635
2216,Ondrej,Stafen,47,M,421986260238
2217,Martin,Zaborsky,65,M,421963062572
2218,Marian,Kriz,17,M,421986529855
2219,Peter,Gajdosech,48,M,421924977859
2220,Jana,Galkova,10,F,421960176723
2221,Michal,Lettovsky,28,M,421926994027
2222,Tomas,Vomela,44,M,421945755281
2223,Juraj,Jasica,27,M,421963882719
2224,Radoslav,Kovacik,62,M,421926902992
2225,Zoltan,Sim,35,M,421920134384
2226,Jozef,Bujna,34,M,421964038098
2227,Tomas,Debnar,62,M,421911408421
2228,Lucia,Kalnovicova,60,F,421961775887
2229,Eduard,Capka,52,M,421967777278
2230,Miriam,Balaziova,76,F,421936969667
2231,Michal,Podusel,62,M,421975477819
2232,Milan,Brida,13,M,421957266425
2233,Martin,Cabadaj,69,M,421999967251
2234,Pavol,Tunega,40,M,421943436894
2235,Marcel,Kanik,74,M,421951301863
2236,Milan,Dano,39,M,421954604436
2237,Tomas,Habrun,24,M,421994226512
2238,Richard,Vacval,75,M,421956267605
2239,Gabriel,Turon,34,M,421971581157
2240,Oleg,Milec,69,M,421948440478
2241,Martin,Tvrdon,21,M,421936208157
2242,Katarina,Parisova,65,F,421965397937
2243,Ladislav,Pazurik,46,M,421959555274
2244,Hana,Kurucova,59,F,421940969435
2245,Peter,Sapak,54,M,421917604197
2246,Karel,Basista,48,M,421928403762
2247,Ivan,Teren,29,M,421989997572
2248,Martin,Skrivanek,19,M,421993345740
2249,Stanislav,Novak,20,M,421946412048
2250,Peter,Doucha,63,M,421967564202
2251,Jozef,Gala,40,M,421987169396
2252,Martin,Nagyova,6,M,421944661514
2253,Marian,Olsansky,18,M,421968908786
2254,Peter,Sabik,71,M,421950263661
2255,Alfred,Kozak,50,M,421957844475
2256,Jozef,Andelek,37,M,421911162036
2257,Milan,Sutty,74,M,421927993141
2258,Martin,Brasen,17,M,421993595265
2259,Miroslav,Jankal,16,M,421913074743
2260,Jozef,Belko,53,M,421929061012
2261,Miroslav,Turcin,54,M,421938960427
2262,Daniel,Durica,38,M,421969857854
2263,Roman,Zatko,18,M,421921099285
2264,Petra,Pekarova,51,F,421917657309
2265,Branislav,Janak,41,M,421923473788
2266,Karol,Grman,50,M,421944964648
2267,Marcel,Stefik,4,M,421980293139
2268,Marek,Misuth,78,M,421966213339
2269,Matej,Kalina,54,M,421951171133
2270,Jana,Gerliczyova,29,F,421961554532
2271,Jozef,Barilla,26,M,421968914205
2272,Robert,Uhrina,82,M,421912159807
2273,Martin,Surda,78,M,421924624164
2274,Peter,Dorcik,4,M,421999437794
2275,Tomas,Dodok,66,M,421988930069
2276,Zuzana,Cisarikova,78,F,421915566104
2277,Peter,Zajac,88,M,421956944893
2278,Richard,Zmetak,53,M,421938535489
2279,Branislav,Krsak,77,M,421954520660
2280,Rudolf,Kubenko,51,M,421955826598
2281,Michal,Bernatak,7,M,421996675882
2282,Jiri,Turcan,12,M,421929218099
2283,Roman,Salaj,63,M,421981049820
2284,Martin,Martinka,66,M,421942465963
2285,Michal,Stancik,58,M,421911175687
2286,Michal,Jancuch,22,M,421994664345
2287,Ludek,Gala,47,M,421984338711
2288,Pavol,Sarlay,53,M,421971372200
2289,Michal,Bosik,53,M,421957944015
2290,Radomir,Hvisc,87,M,421920628277
2291,Timotej,Valient,89,M,421991020698
2292,Marian,Matlon,75,M,421932862641
2293,Martin,Labuda,23,M,421942039226
2294,Richard,Britvik,48,M,421961599420
2295,Petr,Kohani,30,M,421928433486
2296,Marek,Brosz,59,M,421935542743
2297,Jiri,Ocenas,25,M,421929294354
2298,David,Jacko,47,M,421910123530
2299,Tomas,Majka,47,M,421971269311
2300,Jozef,Resl,19,M,421984042848
2301,Monika,Kincesova,74,F,421914931013
2302,Peter,Kudlaty,52,M,421932105469
2303,Marian,Vasicek,12,M,421926329970
2304,Mario,Marak,9,M,421994152434
2305,Martin,Jezercak,63,M,421957768710
2306,Kamil,Ladecky,16,M,421910103553
2307,Tomas,Mikus,81,M,421945198646
2308,Richard,Korytak,16,M,421980535254
2309,Cudzinec,Cudzi,34,M,421946679971
2310,Lubomir,Polacek,38,M,421953032170
2311,Marian,Roharik,85,M,421979585023
2312,Robert,Lajtman,77,M,421989727131
2313,Peter,Urban,26,M,421938902172
2314,Marian,Maslik,75,M,421925315922
2315,Richard,Thomka,30,M,421970919434
2316,Pavol,Krizan,22,M,421989422370
2317,Andrej,Maurcio,56,M,421949983390
2318,Pavol,Juhaniak,61,M,421999735504
2319,Jarmila,Hajdukova,15,F,421933384191
2320,Nadezda,Brunnerova,5,F,421929561195
2321,Katarina,Svacekova,47,F,421930308809
2322,Igor,Dupkala,4,M,421914274032
2323,Jan,Misko,63,M,421922443470
2324,Martin,Majer,74,M,421999012325
2325,Michal,Hriadel,74,M,421972673664
2326,Dusan,Koncelik,53,M,421928465387
2327,Vladimir,Ondo,52,M,421982342138
2328,Jan,Kralik,14,M,421960445595
2329,Lubomir,Safek,47,M,421938202292
2330,Lubomir,Kominek,23,M,421924593179
2331,Martin,Michalek,7,M,421925441185
2332,Peter,Neuschl,72,M,421949200338
2333,Iveta,Weissova,16,F,421975636586
2334,Peter,Gavalier,86,M,421942051097
2335,Miroslav,Sukenik,56,M,421938957732
2336,Eduard,Kucecka,67,M,421932063977
2337,Pavol,Novak,25,M,421918062449
2338,Igor,Kilik,54,M,421972298673
2339,Lubica,Hajdukova,79,F,421999206335
2340,Martin,Vavro,88,M,421942140299
2341,Martin,Tokar,56,M,421973989706
2342,Martin,Badura,43,M,421954699075
2343,Lubomir,Labdavsky,41,M,421918654883
2344,Ludovit,Krupa,76,M,421961012310
2345,Pavla,Gancarcikova,72,F,421978963367
2346,Lubomir,Krusinsky,29,M,421966675783
2347,Barbara,Struharova,8,F,421947555165
2348,Karol,Ando,76,M,421915009298
2349,Rastislav,Censcak,20,M,421985258642
2350,Peter,Stanak,41,M,421963926962
2351,Marek,Zhu,60,M,421970044314
2352,Michaela,Kadarova,69,F,421955262798
2353,Ondrej,Milovnik,47,M,421965326749
2354,Maria,Andrejkovic,20,M,421969245997
2355,Jaroslav,Makva,89,M,421941791332
2356,Juraj,Sivak,58,M,421964848689
2357,Michal,Berta,15,M,421921304865
2358,Matej,Oliva,60,M,421991627668
2359,Peter,Brozek,19,M,421989148745
2360,Pavlina,Zilincikova,21,F,421942430433
2361,Juraj,Ulbricht,36,M,421938635560
2362,Martim,Bojnicky,84,M,421986359628
2363,Marek,Sevc,85,M,421989468692
2364,Livia,Uhrinova,46,F,421910089759
2365,Matus,Brezani,34,M,421998897615
2366,Michal,Sajdak,52,M,421938514731
2367,Dagmar,Pavelicova,55,F,421982485600
2368,Iveta,Molekova,48,F,421997015083
2369,Peter,Hrusik,40,M,421929503853
2370,Tomas,Mrazik,20,M,421986549760
2371,Michal,Spanik,21,M,421969142162
2372,Adam,Seffer,23,M,421948924463
2373,Martin,Kasprak,15,M,421994952520
2374,Jana,Sevcikova,52,F,421993188927
2375,Michal,Trebaticky,78,M,421955322840
2376,Michal,Mrazik,30,M,421910713551
2377,Martin,Hajovsky,30,M,421920171807
2378,Tomas,Backady,67,M,421937008803
2379,Ivan,Kozacik,60,M,421924531408
2380,Jozef,Melich,4,M,421934132470
2381,Marek,Hallo,4,M,421917798087
2382,Jozef,Rubes,22,M,421952877201
2383,Peter,Seciansky,79,M,421932795640
2384,Anna,Kollarova,5,F,421966182533
2385,Milan,Sedlak,40,M,421940582387
2386,Robert,Sitas,6,M,421914844266
2387,Bibiana,Saktorova,41,F,421987184154
2388,Ladislav,Rebs,27,M,421975374444
2389,Martin,Gajdiciar,57,M,421984356747
2390,Radoslav,Kostur,72,M,421981998128
2391,Peter,Takacs,85,M,421996920834
2392,Rastislav,Bruncko,57,M,421986138621
2393,Jana,Taranova,49,F,421948158634
2394,Jaroslav,Vasek,75,M,421972392183
2395,Milan,Gasinec,45,M,421999950193
2396,Peter,Dunajsky,87,M,421987105366
2397,Denisa,Majerova,5,F,421953034822
2398,Ladislav,Pastorek,7,M,421992971015
2399,Peter,Vilimek,35,M,421993557854
2400,Peter,Janos,23,M,421996947996
2401,Jan,Ruzicka,45,M,421977676225
2402,Maria,Pardubska,26,F,421935934249
2403,Marian,Gerboc,9,M,421993680440
2404,Peter,Surovy,31,M,421945674745
2405,Tomas,Labaj,4,M,421969709428
2406,Jozef,Lakostik,48,M,421967184395
2407,Matus,Skrabal,9,M,421912105238
2408,Marek,Chudoba,73,M,421970630502
2409,Radoslav,Wojcik,84,M,421989264240
2410,Lubos,Kurpas,59,M,421922525189
2411,Matus,Zavadil,59,M,421996835419
2412,Zuzana,Cernekova,16,F,421921187449
2413,Milan,Kurcik,79,M,421984364588
2414,Tomas,Elizeus,9,M,421931029640
2415,Jozef,Marton,22,M,421947232776
2416,Stefan,Sutara,73,M,421952805633
2417,Lubomir,Hablak,87,M,421961667621
2418,Peter,Kozak,37,M,421921814779
2419,Milan,Remen,70,M,421955706921
2420,Jana,Kovacova,87,F,421981972327
2421,Juraj,Durian,34,M,421925753531
2422,Leopold,Borovsky,50,M,421935453363
2423,Marek,Sahul,16,M,421933814245
2424,Marian,Tokarcik,85,M,421950617054
2425,Marian,Vanco,5,M,421994020600
2426,Peter,Miklosik,63,M,421914966624
2427,Ivan,Jarina,20,M,421989813756
2428,Juraj,Ciprich,17,M,421933337686
2429,Martin,Motycak,55,M,421945765069
2430,Peter,Pis,23,M,421992360795
2431,Csaba,Paulduro,49,M,421963345001
2432,Viera,Rabarova,72,F,421981053787
2433,Juraj,Martancik,89,M,421933609662
2434,Monika,Borisova,65,F,421975175223
2435,Branislav,Loksa,32,M,421944231396
2436,Karol,Janckulik,4,M,421990534214
