750122/8273,03401,Marek,Veselovsky,Banicne 3,+421987029076,Marek.Veselovsky584@gmail.com
750120/8275,97101,Michal,Kralik,Sulekova 15/6,+421915316589,Michal.Kralik7415@gmail.com
750803/7966,03601,Juraj,Lesko,Suchackova 14/13,+421934322143,Juraj.Lesko4870@gmail.com
755113/7814,01001,Ingrid,Fillnerova,Jarna 26,+421954622339,Ingrid.Fillnerova9690@gmail.com
741018/8588,97101,Peter,Katuscak,Stura 3,+421949697056,Peter.Katuscak8483@gmail.com
761230/8429,96267,Michal,Gresko,122,+421936308655,Michal.Gresko2821@gmail.com
750528/7625,01001,Karel,Bella,Jasenova 11,+421934404790,Karel.Bella5004@gmail.com
755109/8060,01355,Andrea,Janicekova,307,+421928753706,Andrea.Janicekova2590@gmail.com
740406/8001,95841,Stefan,Bergmann,Kolacno 198,+421922003432,Stefan.Bergmann4141@gmail.com
760604/8296,01853,Tomas,Rusnak,272,+421954447897,Tomas.Rusnak9354@gmail.com
760822/8419,92581,Oliver,Madaj,126,+421998503052,Oliver.Madaj3068@gmail.com
755410/7913,01303,Eva,Barathova,Majova 686,+421976513215,Eva.Barathova545@gmail.com
521208/0000,05801,Martin,Cejka,Tolsteho 3237/13,+421954542914,Martin.Cejka7862@gmail.com
740117/9478,97251,Tomas,Sevcik,Mostna 17/5,+421995535626,Tomas.Sevcik2458@gmail.com
746004/7793,02945,Ingrid,Chovancova,Rabcice 155,+421942548944,Ingrid.Chovancova7600@gmail.com
750401/8962,95854,Radoslav,Vnuk,76,+421939088909,Radoslav.Vnuk7341@gmail.com
770620/8455,01815,Michal,Korcak,Bodina 31,+421927207720,Michal.Korcak1073@gmail.com
755629/7749,01008,Sylvia,Cimerakova,Trnavska 2/37,+421929996271,Sylvia.Cimerakova5750@gmail.com
756204/8472,03861,Veselina,Gregorova,Potocna 16,+421940868082,Veselina.Gregorova701@gmail.com
750809/7993,01008,Ladislav,Roman,Lublanska 7/29,+421970247841,Ladislav.Roman8865@gmail.com
755609/9452,92101,Jana,Kovacova,Namestie M.Benku 468,+421954238052,Jana.Kovacova167@gmail.com
730912/7595,02314,Miroslav,Kolesar,1112,+421997991461,Miroslav.Kolesar2735@gmail.com
780208/7502,08201,Peter,Stehlik,299,+421929613936,Peter.Stehlik8661@gmail.com
760228/6736,03601,Branislav,Sulgan,Benkova 8/7,+421929249250,Branislav.Sulgan5005@gmail.com
521115/5869,02901,Igor,Ligocky,285,+421975103591,Igor.Ligocky4849@gmail.com
781205/8980,03481,Peter,Stachovic,264,+421945008407,Peter.Stachovic8407@gmail.com
740210/8450,06511,Vladimir,Rucka,317,+421976280301,Vladimir.Rucka8773@gmail.com
745630/6759,97251,Katarina,Madericova,Morovnianska cesta 3,+421936718913,Katarina.Madericova3507@gmail.com
755104/8164,01325,Lubomira,Hloskova,Majova 282,+421986026865,Lubomira.Hloskova94@gmail.com
740819/8446,91701,Jozef,Krasula,T.Tekela 4,+421998874023,Jozef.Krasula6318@gmail.com
761030/8090,04901,Jaroslav,Mrva,Dukelska 640,+421932252553,Jaroslav.Mrva8189@gmail.com
750423/7774,97225,Peter,Balsik,303,+421973299122,Peter.Balsik6322@gmail.com
765925/8420,07301,Dana,Bezdekova,Komenskeho 21,+421996021928,Dana.Bezdekova5144@gmail.com
680915/0000,02956,Milos,Mikulik,Ustredie 699,+421987159080,Milos.Mikulik6140@gmail.com
730125/6105,01861,Milos,Kmec,A.Sladkovica 639/111,+421961359508,Milos.Kmec8777@gmail.com
710201/8583,94365,Jan,Ertl,513,+421923113336,Jan.Ertl6248@gmail.com
841106/7896,97101,Juraj,Matejov,S.CHalupku 7/3,+421948791555,Juraj.Matejov4715@gmail.com
830819/8448,01008,Peter,Fapso,Cernovska 7,+421928828003,Peter.Fapso2012@gmail.com
680816/0000,02403,Eva,Minarovsky,231,+421925577364,Eva.Minarovsky9528@gmail.com
830511/7997,97226,Zbynek,Nagaj,Dlzin 113,+421959971930,Zbynek.Nagaj2182@gmail.com
820519/9376,01701,Michal,Bohuncak,Partizanska 1094/14,+421934424486,Michal.Bohuncak3393@gmail.com
750327/7606,97227,Ludovit,Mrmus,c.86,+421917798423,Ludovit.Mrmus980@gmail.com
781129/8088,03214,Lubomir,Hruska,Liptovske Klacany 21,+421967379006,Lubomir.Hruska6200@gmail.com
770324/6958,03601,Martin,Hince,Benkova 3,+421917648049,Martin.Hince359@gmail.com
761206/9366,95301,Dusan,Hlad,Mojmirova 9,+421920517362,Dusan.Hlad2096@gmail.com
775322/7966,05801,Martina,Uherkovichova,Stefanika 871/1,+421928633431,Martina.Uherkovichova5901@gmail.com
760508/8106,03401,Juraj,Kmet,Pod Skalmi 7,+421990028989,Juraj.Kmet3727@gmail.com
721213/6822,05401,Ladislav,Vrlik,Kezmarska 14,+421956703842,Ladislav.Vrlik4472@gmail.com
790413/8363,95701,Vladimir,Homola,5.aprila 1023/23,+421957815166,Vladimir.Homola8349@gmail.com
790310/8103,96801,Radomir,Durian,Sturova 10,+421989898289,Radomir.Durian7885@gmail.com
805406/8451,97248,Ingrid,Haskova,Radobica 89,+421976962730,Ingrid.Haskova3595@gmail.com
790508/7674,94901,Juraj,Gaisl,Bazovskeho 415/2,+421921299963,Juraj.Gaisl1543@gmail.com
795117/8422,01341,Zuzana,Minkova,335,+421996093593,Zuzana.Minkova5981@gmail.com
560521/0001,97400,Alexander,Majercik,Starohorska 20,+421913789392,Alexander.Majercik9094@gmail.com
750606/7907,02055,Juraj,Viglasky,273,+421984729298,Juraj.Viglasky8520@gmail.com
746117/7922,03608,Helena,Kosulicova,Sucianska 13,+421961218499,Helena.Kosulicova1161@gmail.com
750702/8441,06401,Milan,Cizmar,1.maja 15,+421941396253,Milan.Cizmar741@gmail.com
745620/8430,05938,Adriana,Kilianova,SNP 344/46,+421975700335,Adriana.Kilianova8847@gmail.com
780829/9059,02313,Martin,Sury,U Fonsi 799,+421949519073,Martin.Sury7882@gmail.com
771219/7482,03495,Ivan,Zboncak,Paracka 1040,+421970139363,Ivan.Zboncak726@gmail.com
785728/8439,91101,Monika,Borisova,Niva 154/51,+421975175223,Monika.Borisova643@gmail.com
730426/6321,03401,Stefan,Gunis,Za Jarockom 10,+421928393509,Stefan.Gunis4598@gmail.com
755811/8106,05801,Beata,Padysakova,Srobarova 2682/46,+421932548515,Beata.Padysakova6645@gmail.com
761125/8446,08212,Peter,Kukuca,Lada 116,+421916501468,Peter.Kukuca9622@gmail.com
785526/7915,91105,Simona,Chromicikova,Kozusnicka 8,+421937589903,Simona.Chromicikova969@gmail.com
800426/6545,01001,Viktor,Kozak,Lichardova 2803/17,+421999090433,Viktor.Kozak9170@gmail.com
770307/7151,03601,Jiri,Hudziec,Dulu 34/81,+421938125054,Jiri.Hudziec6807@gmail.com
780802/7150,01001,Vratko,Roob,F.Ruppeldta 9,+421943541654,Vratko.Roob2279@gmail.com
775701/8445,01008,Lucia,Kapustova,K.Kmetku 1,+421994380446,Lucia.Kapustova1287@gmail.com
755201/7770,01302,Renata,Csajkovszka,341,+421910686913,Renata.Csajkovszka4678@gmail.com
770827/8424,96212,Michal,Franek,Dolinky 1,+421952498668,Michal.Franek6540@gmail.com
785330/8452,01303,Andrea,Gucka,SNP 283,+421923685941,Andrea.Gucka4656@gmail.com
750126/7445,98101,Marek,Brosz,Klokocova 732,+421935542743,Marek.Brosz9369@gmail.com
770413/8442,97251,Robert,Rohon,Morovnianska 27/20,+421952752196,Robert.Rohon3282@gmail.com
770417/8372,01001,Matej,Oros,Legionarska 10,+421924494138,Matej.Oros1871@gmail.com
796229/8443,01001,Sarka,Tapakova,Jedlikova 16,+421956799274,Sarka.Tapakova2554@gmail.com
790206/8471,96237,Filip,Jankovic,Planockova 320/22,+421990943055,Filip.Jankovic921@gmail.com
785612/8445,75000,Martina,Dadakova,Kainarova 2,+421932361944,Martina.Dadakova9944@gmail.com
740622/5860,94901,Andrej,Beranek,Bizetova 11,+421912179767,Andrej.Beranek1977@gmail.com
740508/7228,02721,Lubos,Maniak,440,+421920501870,Lubos.Maniak2631@gmail.com
750727/7745,01701,Peter,Telcak,Lanska 927/5-4,+421972562704,Peter.Telcak319@gmail.com
746209/9656,01313,Petra,Fucelova,Dolina 274,+421984397760,Petra.Fucelova1428@gmail.com
750404/8420,97201,Juraj,Herko,J.Krala 3/2,+421957962739,Juraj.Herko9416@gmail.com
755414/7898,03861,Hana,Kurucova,M.Razusa 2947/17,+421940969435,Hana.Kurucova2863@gmail.com
760504/7153,03491,Branislav,Ilavsky,306,+421928260263,Branislav.Ilavsky7375@gmail.com
760726/8163,02744,Marek,Fedorco,Medvedzie 36/76,+421941739866,Marek.Fedorco9112@gmail.com
740530/8273,96212,Dalibor,Vrablova,A.Hlinku 6,+421949813721,Dalibor.Vrablova8201@gmail.com
780624/8725,98401,Stanislav,Kovalik,Osloboditelov 2837/1,+421958452908,Stanislav.Kovalik79@gmail.com
760312/7620,02956,Radoslav,Majzlan,Zakamenne 180,+421910126280,Radoslav.Majzlan6793@gmail.com
751107/8949,01813,Vladimir,Mazanik,56,+421980936563,Vladimir.Mazanik4115@gmail.com
770907/8454,18100,Marian,Kahan,Mazurska 526,+421986660387,Marian.Kahan5921@gmail.com
741013/7592,01323,Jozef,Mako,142,+421929597113,Jozef.Mako2059@gmail.com
760122/7392,05562,Ludovit,Hanacek,Kremnicka 304,+421927018094,Ludovit.Hanacek2383@gmail.com
765514/8457,97101,Veronika,Jancurova,Jesenskeho 8/5,+421992051340,Veronika.Jancurova3366@gmail.com
765416/6718,01001,Lubica,Hlavacova,Jasenova 3,+421989073326,Lubica.Hlavacova4893@gmail.com
780814/7600,03401,Peter,Bednar,I.Houdeka 1972/53,+421954201579,Peter.Bednar6326@gmail.com
760622/7596,01001,Alek,Veselovsky,Magocovska 40,+421924467643,Alek.Veselovsky8341@gmail.com
780525/9902,01701,Ivan,Kubicek,Rozkvet 2051/105-21,+421964962659,Ivan.Kubicek51@gmail.com
760402/8102,94901,Jan,Babej,Martinska dolina 46,+421963626703,Jan.Babej4961@gmail.com
760522/8103,96212,Peter,Tropek,M.R.Stefanika 45,+421977690318,Peter.Tropek4866@gmail.com
775116/7490,05401,Bronislava,Kyselova,Greschmika 4,+421970721016,Bronislava.Kyselova8276@gmail.com
761219/8385,02401,Jan,Dobrovodsky,CSA 1302,+421931565807,Jan.Dobrovodsky6033@gmail.com
750629/7766,03405,Martin,Krncok,Sadova 4/186,+421910668513,Martin.Krncok583@gmail.com
751105/7775,01004,Marek,Lietava,Ferka Urbanka 10,+421933708357,Marek.Lietava9006@gmail.com
750211/8459,96501,Filip,Palcek,S.Moyzesa 61/21,+421979437506,Filip.Palcek366@gmail.com
760102/9557,95803,Jan,Ondras,Simonovianska 103/7,+421946553900,Jan.Ondras8759@gmail.com
760921/9035,97101,Patrik,Drgon,Konvalinkova 25,+421981102174,Patrik.Drgon3343@gmail.com
760605/8438,03861,Martin,Kolcun,Sv.Cyrila a Metoda 1,+421952216458,Martin.Kolcun8841@gmail.com
731112/9562,97231,Jaroslav,Krilek,Morovnianska 398/33,+421934332206,Jaroslav.Krilek7382@gmail.com
730802/7606,01324,Patrik,Juramik,28.oktobra 182,+421953159176,Patrik.Juramik4114@gmail.com
730628/6317,02332,Ludovit,Banovec,Sneznica 249,+421948803680,Ludovit.Banovec8351@gmail.com
690313/7527,02744,Filip,Bayer,Bernolakova 820,+421992719854,Filip.Bayer3636@gmail.com
751031/6473,01008,Vladimir,Vilimek,Karpatska 2/32,+421961471924,Vladimir.Vilimek9632@gmail.com
751121/7912,01001,Martin,Kopera,Bajzova 35,+421992479151,Martin.Kopera382@gmail.com
750410/8425,92221,Ivan,Pavelko,Pod Jarkom 383,+421938480682,Ivan.Pavelko2904@gmail.com
741205/7268,01001,Peter,Poruban,Klemensova 28,+421954520973,Peter.Poruban6760@gmail.com
721211/9068,03601,Tomas,Svec,Kosutska 2/92,+421955637770,Tomas.Svec278@gmail.com
720118/7752,99122,Radek,Bulla,Mula 95,+421911350515,Radek.Bulla8591@gmail.com
721105/7887,03401,Jakub,Kucan,I.Houdeka 32/16,+421968552926,Jakub.Kucan4811@gmail.com
721025/8418,96671,Robert,Hoferica,Zupkov 126,+421919602296,Robert.Hoferica9605@gmail.com
691222/4682,02354,Stanislav,Franc,Stred 60,+421934750887,Stanislav.Franc3178@gmail.com
715901/8273,97401,Viera,Hrnciarova,Cerin 90,+421929144978,Viera.Hrnciarova6685@gmail.com
690419/9643,01701,Tomas,Supica,Moyzesova 875/74,+421984142509,Tomas.Supica9601@gmail.com
750128/7156,05921,Michal,Krcho,kpt.Nalepku 97,+421956523952,Michal.Krcho4310@gmail.com
741105/7511,01322,Rastislav,Ciger,Mala Voda 604,+421961533778,Rastislav.Ciger902@gmail.com
880719/5573,54251,Karol,Brno,Jablonova 317/45,+421947497476,Karol.Brno270@gmail.com
850320/4292,14821,Jan,Gasper,Holleho 411/87,+421939826391,Jan.Gasper6711@gmail.com
920801/6642,60879,Branislav,Komacka,Sportova 697/24,+421986530912,Branislav.Komacka2465@gmail.com
790810/2895,35796,Juraj,Huraj,Nadrazna 483/20,+421981194590,Juraj.Huraj1560@gmail.com
910517/2835,14587,Michal,Kurjak,Sturova 420/89,+421967748286,Michal.Kurjak3238@gmail.com
541221/0419,15875,Stefan,Louda,Safarikova 305/77,+421941395412,Stefan.Louda7580@gmail.com
670509/2845,25484,Peter,Plichto,Kmetova 589/12,+421961916633,Peter.Plichto2785@gmail.com
920313/5337,89512,Peter,Trabalka,Janosikova 901/3,+421915800880,Peter.Trabalka4211@gmail.com
816206/9476,42578,Lucia,Zamecnikova,Partizanska 478/61,+421976169057,Lucia.Zamecnikova4405@gmail.com
730223/7767,01401,Michal,Mazuch,Bottova,+421983404455,Michal.Mazuch5757@gmail.com
740904/7250,96623,Tomas,Nikorovic,180,+421986036400,Tomas.Nikorovic5453@gmail.com
755707/7528,03101,Daniela,Osikova,Z.Vrbickeho 6,+421915054344,Daniela.Osikova6921@gmail.com
761221/9043,91101,Daniel,Gogola,M.Bela 17,+421917211570,Daniel.Gogola2549@gmail.com
760713/7252,92203,Peter,Fillo,SNP 289/8,+421981589053,Peter.Fillo4359@gmail.com
750423/7092,96263,Lukas,Hirtl,F.Krala 4,+421981527756,Lukas.Hirtl1444@gmail.com
711030/7611,07205,Stanislav,Kupec,48,+421914824364,Stanislav.Kupec3330@gmail.com
715328/8417,03601,Zdenka,Matejcikova,J.Mazura 2,+421915870810,Zdenka.Matejcikova6477@gmail.com
711221/8377,97101,Martin,Lonc,Uhlistna 27,+421996553401,Martin.Lonc3449@gmail.com
700819/8087,01313,Branislav,Jokel,Skolska,+421993040239,Branislav.Jokel2981@gmail.com
641018/0000,96001,Matej,Ladicky,Hlinku 2556/25,+421926547333,Matej.Ladicky6565@gmail.com
705221/8019,90701,Dana,Parilakova,Hurbanova 9/934,+421926478098,Dana.Parilakova9993@gmail.com
710613/4079,05376,Ladislav,Ruman,Rakovec 25,+421931534802,Ladislav.Ruman6834@gmail.com
700610/6217,95501,Lubomir,Granak,Nezabudkova 2339,+421931530879,Lubomir.Granak3394@gmail.com
710927/2896,02901,Marcel,Hromada,Stefanikova 269/22,+421976509656,Marcel.Hromada9478@gmail.com
715127/6770,96223,Katarina,Vanova,J.R.Ponicana 762/49,+421919830605,Katarina.Vanova6393@gmail.com
690730/0000,01841,Jozef,Gajdosik,pod Hajom 958/14,+421958236793,Jozef.Gajdosik3617@gmail.com
700328/7896,92101,Tibor,Buzas,Teslu 13,+421997882942,Tibor.Buzas6286@gmail.com
700703/0000,01013,Martin,Kirschbaum,Lucanska 193/16,+421980425991,Martin.Kirschbaum4967@gmail.com
711203/9638,97101,Richard,Grencik,S.Kralika 9/9,+421935376576,Richard.Grencik1268@gmail.com
710418/5561,01004,Juraj,Bolvansky,Brezany 115,+421919653982,Juraj.Bolvansky6450@gmail.com
710304/4168,03101,Tomas,Mikus,A. Stodolu 1799/66,+421945198646,Tomas.Mikus8445@gmail.com
701119/4938,02601,Michal,Cibulka,Tulska 2020/15,+421954021589,Michal.Cibulka7068@gmail.com
715401/8663,97401,Lenka,Heblakova,Podhaj 65,+421997456269,Lenka.Heblakova3105@gmail.com
741029/8610,02951,Petr,Kucharovic,116,+421919281219,Petr.Kucharovic4994@gmail.com
740528/7218,96653,Peter,Kleman,null,+421961907639,Peter.Kleman2482@gmail.com
750126/6795,03901,Tomas,Stancik,Slobody 323/1,+421917003217,Tomas.Stancik9182@gmail.com
760803/9461,97205,Marcel,Frniak,458/2,+421949603442,Marcel.Frniak548@gmail.com
801021/7765,97401,Juraj,Ciprich,Tulska 85,+421933337686,Juraj.Ciprich840@gmail.com
800425/8438,02743,Michal,Kaniansky,Kukucinova 203,+421989634861,Michal.Kaniansky7950@gmail.com
805125/7687,01008,Dasa,Kralova,Novomeskeho 7,+421967618190,Dasa.Kralova1893@gmail.com
775814/8442,01007,Alica,Jurcikova,Platanova 27,+421990493157,Alica.Jurcikova3313@gmail.com
790806/9202,01313,Ondrej,Klacko,Skolska 151/34,+421981804161,Ondrej.Klacko7711@gmail.com
780215/7891,01401,Milan,Sunal,Okruzna 1102/2,+421979593826,Milan.Sunal8360@gmail.com
806209/7670,97211,Jana,Kneznikova,24,+421984685675,Jana.Kneznikova3471@gmail.com
800808/8011,92001,Martin,Ocko,Nabrezie A. Hlinku 1,+421979722519,Martin.Ocko689@gmail.com
811229/7688,03401,Peter,Sliacky,Sladkovicova 45,+421999110557,Peter.Sliacky3137@gmail.com
750424/8367,03843,Peter,Bielik,Slovany 86,+421922851317,Peter.Bielik6729@gmail.com
780911/8416,97101,Roman,Vaclavik,Na Karasiny 27/5,+421942717899,Roman.Vaclavik1548@gmail.com
780314/8441,01008,Martin,Bily,Tulska 3,+421937897154,Martin.Bily3423@gmail.com
781214/8102,94101,Tomas,Hurtik,Malinovskeho 58,+421926475805,Tomas.Hurtik8159@gmail.com
810722/8448,94051,Jan,Masny,M.M.Hodzu 4,+421962899981,Jan.Masny8167@gmail.com
810908/5512,95501,Robert,Majtan,P.O.Hviezdoslava 232,+421987961191,Robert.Majtan5492@gmail.com
781024/8006,01008,Marek,Fukas,Necseya 2/24,+421972486225,Marek.Fukas7951@gmail.com
791113/7894,91101,Tomas,Mintal,Mlynska 18/297,+421950127635,Tomas.Mintal8612@gmail.com
780102/7905,01001,Samuel,Chano,Borova 24,+421948152124,Samuel.Chano4226@gmail.com
780103/7684,91501,Michal,Gajanec,1.maja 308/2,+421971751222,Michal.Gajanec1763@gmail.com
800116/8439,01001,Jan,Zach,Hlinska 2590/18,+421951241293,Jan.Zach9049@gmail.com
790703/8436,02001,Luboslav,Trubacik,Namestie slobody 162,+421947469371,Luboslav.Trubacik1643@gmail.com
810112/8277,01322,Tomas,Majka,Mala Voda 764,+421971269311,Tomas.Majka3189@gmail.com
800830/6779,09301,Radim,Janicek,Budovatelska 1315,+421914866484,Radim.Janicek7463@gmail.com
560316/0001,02601,Tomas,Foltan,Medzihradska 28,+421944156198,Tomas.Foltan932@gmail.com
795119/7782,07101,Katarina,Krockova,Leningradska 5,+421983195760,Katarina.Krockova7194@gmail.com
790112/7982,97211,Kamil,Petras,312,+421992917136,Kamil.Petras4413@gmail.com
790607/7487,96501,Stanislav,Ondrejka,Obrancov Mieru 1/2,+421916581526,Stanislav.Ondrejka7499@gmail.com
790129/8306,94142,Tomas,Vomela,c.549,+421945755281,Tomas.Vomela4423@gmail.com
790610/7770,91101,Martin,Ursik,Soblahovska 19,+421991005800,Martin.Ursik4725@gmail.com
790507/7917,01008,Matej,Bubanec,Nitrianska 1,+421965076876,Matej.Bubanec5063@gmail.com
830628/7891,03203,Karol,Takac,126,+421976476223,Karol.Takac5886@gmail.com
840412/7908,05201,Ivan,Sitavanc,Slovenska 36/9,+421921400329,Ivan.Sitavanc2436@gmail.com
790530/8136,92231,Pavol,Pistansky,303,+421966928506,Pavol.Pistansky1971@gmail.com
751024/7668,97101,Ivan,Kaderka,J.Krala 12,+421933294539,Ivan.Kaderka5159@gmail.com
750719/8457,01001,Juraj,Svanda,Martinska 2,+421957117121,Juraj.Svanda2329@gmail.com
730208/7232,03848,Andrej,Jurecka,Turcek 45,+421997665528,Andrej.Jurecka4064@gmail.com
715613/5184,94901,Andrea,Hedvigova,Malikova 2,+421953031361,Andrea.Hedvigova8234@gmail.com
760616/7932,02754,Martin,Hutira,302,+421999276189,Martin.Hutira4175@gmail.com
760108/7747,02601,Juraj,Vnuk,Dukelskych hrdinov 2,+421991113159,Juraj.Vnuk6894@gmail.com
755702/1219,02744,Jana,Borikova,Medvedzie 154/34-11,+421949207800,Jana.Borikova9962@gmail.com
760901/8428,97401,Tomas,Hudcek,Pod Horkou 3,+421958197476,Tomas.Hudcek5090@gmail.com
755528/7124,85100,Monika,Kotulasova,Sintavska 14,+421933233992,Monika.Kotulasova9392@gmail.com
736201/8180,01001,Lucia,Ondrejkovicova,Klemensova 14,+421936934645,Lucia.Ondrejkovicova915@gmail.com
730830/6720,97401,Jan,Palovic,Ortutska cesta 76,+421931387973,Jan.Palovic3458@gmail.com
731108/7751,03846,Marek,Cigas,492,+421940052649,Marek.Cigas358@gmail.com
771204/6705,01332,Jan,Veres,59,+421993623566,Jan.Veres4247@gmail.com
760915/7908,01001,Michal,Duraj,Kollarova 17,+421978849118,Michal.Duraj5848@gmail.com
740820/8104,96681,Vladimir,Fabik,Klakovska 877/2,+421923389943,Vladimir.Fabik488@gmail.com
760227/7815,02744,Tomas,Hlavacik,Medvedzie 142/24,+421942538426,Tomas.Hlavacik9395@gmail.com
760727/8074,03101,Gabriel,Slauka,A.Stodolu 54/F,+421985144164,Gabriel.Slauka5775@gmail.com
755926/9487,91101,Jana,Csanyiova,Padiveho 13,+421998142604,Jana.Csanyiova3535@gmail.com
760427/7967,05955,Michal,Jakubik,424,+421954971707,Michal.Jakubik2913@gmail.com
755929/8384,91700,Helena,Mikusova,Hlavna 16,+421958879586,Helena.Mikusova9131@gmail.com
750728/7502,92700,Martin,Tebelak,Kralovska 4,+421987305501,Martin.Tebelak9742@gmail.com
